Group,Name,Acronym,SpecificationSourceURL,Category,ParentModel,SimilarModels,Maintainer,Format,Status,NamespaceURI,Year,Notes,CompositionalRole,DefaultLinkType
"IoT, Devices & Digital Twins","Smart Applications REFerence ontology","SAREF","https://saref.etsi.org/core/","Ontology","ETSI SmartM2M","Brick, SSN/SOSA","ETSI (TC SmartM2M)","RDF/OWL","Published (v3.2.1)","https://saref.etsi.org/core/","2015/2023","Core IoT device ontology; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","SAREF extension for Energy","SAREF4ENER","https://saref.etsi.org/saref4ener/","Ontology","SAREF","SAREF4GRID","ETSI (TS 103 410-1)","RDF/OWL","Published (v2.1.1)","https://saref.etsi.org/saref4ener/","2017/2024","Energy/flexibility extension; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","SAREF extension for Buildings","SAREF4BLDG","https://saref.etsi.org/saref4bldg/","Ontology","SAREF","Brick, RealEstateCore","ETSI (TS 103 410-3)","RDF/OWL","Published","https://saref.etsi.org/saref4bldg/","2017/2020","Aligns with IFC; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","SAREF for Systems","SAREF4SYST","https://saref.etsi.org/saref4syst/","Ontology","SAREF","—","ETSI (TS 103 548)","RDF/OWL","Published (v1.1.2)","https://saref.etsi.org/saref4syst/","2020","Generic systems/connections pattern","R4","REFERENCE"
"IoT, Devices & Digital Twins","Brick Schema","Brick","https://brickschema.org/","Ontology","RDF/OWL, REC","Project Haystack, SAREF4BLDG","Brick Consortium","RDF/Turtle","Published (v1.3/1.4)","https://brickschema.org/schema/Brick#","2016/2023","Building metadata ontology; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","Project Haystack","Haystack","https://project-haystack.org/doc/","Controlled Vocabulary","—","Brick","Project Haystack Org","Zinc/JSON/Xeto","Published (v4; Xeto)","—","2014/2023","Tagging model; Xeto adds ontology layer","R2","REFERENCE"
"IoT, Devices & Digital Twins","NGSI-LD","NGSI-LD","https://www.etsi.org/deliver/etsi_gs/CIM/001_099/009/","Exchange Format","JSON-LD, property graph","OGC SensorThings","ETSI (ISG CIM, GS CIM 009)","JSON-LD","Published (v1.x)","https://uri.etsi.org/ngsi-ld/","2019/2024","Context info model; import candidate","R6","COMPOSE"
"IoT, Devices & Digital Twins","FIWARE Smart Data Models","SDM","https://smartdatamodels.org/","Application Profile","NGSI-LD/JSON Schema","OGC, schema.org","FIWARE/TM Forum/IUDX/OASC","JSON Schema/JSON-LD","Published (rolling)","https://smartdatamodels.org/","2016/ongoing","Domain entity catalog; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","OPC Unified Architecture","OPC UA","https://reference.opcfoundation.org/","Framework","—","DDS, MQTT","OPC Foundation (IEC 62541)","XML NodeSet/binary","Published","http://opcfoundation.org/UA/","2008/2022","Information-modeling + transport stack","R4","REFERENCE"
"IoT, Devices & Digital Twins","OPC UA Companion Specifications","OPC UA CS","https://opcfoundation.org/about/opc-technologies/opc-ua/ua-companion-specifications/","Application Profile","OPC UA","—","OPC Foundation + partners","XML NodeSet","Published (60+)","—","2010s/ongoing","Domain info models (Robotics, Machinery, etc.)","R4","REFERENCE"
"IoT, Devices & Digital Twins","OPC UA for Devices","OPC UA DI","https://reference.opcfoundation.org/DI/","Application Profile","OPC UA","FDI","OPC Foundation","XML NodeSet","Published (v1.04)","http://opcfoundation.org/UA/DI/","2013/2022","Base device-integration model for companion specs","R4","REFERENCE"
"IoT, Devices & Digital Twins","Asset Administration Shell","AAS / IDTA","https://industrialdigitaltwin.org/en/content-hub/aasspecifications","Metamodel","—","DTDL, OPC UA","IDTA (IDTA-01001)","XML/JSON/RDF","Published (Part 1 v3.0)","https://admin-shell.io/aas/3/0","2018/2023","Industrie 4.0 digital twin metamodel; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","Digital Twin Definition Language","DTDL","https://github.com/Azure/opendigitaltwins-dtdl/blob/master/DTDL/v3/DTDL.Specification.v3.md","Ontology","JSON-LD","WoT TD, AAS","Microsoft (Azure)","JSON-LD","Published (v3)","dtmi:dtdl:context;3","2018/2023","DTMI-based twin modeling; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","RealEstateCore","REC","https://doc.realestatecore.io/","Ontology","DTDL/RDF","Brick, SAREF4BLDG","RealEstateCore Consortium","DTDL/RDF","Published (v4)","https://w3id.org/rec/","2018/2023","Smart-building DTDL/RDF ontology; import candidate","R4","REFERENCE"
"IoT, Devices & Digital Twins","oneM2M","oneM2M","https://www.onem2m.org/technical/published-specifications","Framework","—","OCF, LwM2M","oneM2M Partnership (TS-0001)","XML/JSON","Published (Rel 4/5)","http://www.onem2m.org/","2014/2023","M2M service-layer; base ontology TS-0012","R8","N/A"
"IoT, Devices & Digital Twins","Matter","Matter","https://csa-iot.org/all-solutions/matter/","Application Profile","Dotdot/ZCL data model","OCF, Zigbee","Connectivity Standards Alliance","Binary (TLV)","Published (1.4)","—","2022/2026","Smart-home device data model over IP","R4","REFERENCE"
"IoT, Devices & Digital Twins","Dotdot / Zigbee Cluster Library","ZCL","https://csa-iot.org/","Controlled Vocabulary","—","Matter clusters","Connectivity Standards Alliance","Binary","Published","—","2017","Cluster/attribute data model; Matter ancestor","R2","REFERENCE"
"IoT, Devices & Digital Twins","Open Connectivity Foundation Spec","OCF","https://openconnectivity.org/developer/specifications/","Framework","—","oneM2M, Matter","OCF (ISO/IEC 30118)","CBOR/JSON (RAML)","Published","http://openconnectivity.org/","2016/2021","RESTful resource model; ISO/IEC 30118","R8","N/A"
"IoT, Devices & Digital Twins","Lightweight M2M","LwM2M","https://www.openmobilealliance.org/specifications/lwm2m","Framework","CoAP","oneM2M, OCF","OMA SpecWorks","CBOR/TLV/SenML","Published (v1.2)","urn:oma:lwm2m:","2017/2020","Device management; object registry","R8","N/A"
"IoT, Devices & Digital Twins","IPSO Smart Objects","IPSO","https://omaspecworks.org/develop-with-oma-specworks/ipso-smart-objects/","Controlled Vocabulary","LwM2M","—","OMA SpecWorks","XML/JSON","Published","urn:oma:lwm2m:ext:","2014/2018","Reusable LwM2M object definitions","R2","REFERENCE"
"IoT, Devices & Digital Twins","MQTT","MQTT","https://docs.oasis-open.org/mqtt/mqtt/v5.0/mqtt-v5.0.html","Protocol","—","AMQP, CoAP","OASIS (ISO/IEC 20922)","Binary","Standard (v5.0)","—","1999/2019","Pub/sub transport; foundation for Sparkplug","R8","N/A"
"IoT, Devices & Digital Twins","Constrained Application Protocol","CoAP","https://www.rfc-editor.org/rfc/rfc7252","Protocol","UDP/REST","MQTT","IETF (RFC 7252)","Binary","Standard (Proposed)","coap://","2014","RESTful protocol for constrained devices","R8","N/A"
"IoT, Devices & Digital Twins","Sparkplug","Sparkplug B","https://sparkplug.eclipse.org/specification/","Application Profile","MQTT","—","Eclipse Foundation","Protobuf","Published (v3.0)","—","2016/2022","MQTT payload+topic namespace for SCADA","R6","COMPOSE"
"IoT, Devices & Digital Twins","BACnet","BACnet","https://www.ashrae.org/technical-resources/standards-and-guidelines","Protocol","—","KNX, Modbus","ASHRAE (Std 135 / ISO 16484-5)","Binary/ASN.1","Published","—","1995/2020","Building automation object model + protocol","R8","N/A"
"IoT, Devices & Digital Twins","KNX","KNX","https://www.knx.org/knx-en/for-professionals/index.php","Protocol","—","BACnet, Modbus","KNX Association (ISO/IEC 14543-3)","Binary","Published","—","2002/2020","Home/building control bus standard","R8","N/A"
"IoT, Devices & Digital Twins","Modbus","Modbus","https://www.modbus.org/specs.php","Protocol","—","BACnet","Modbus Organization","Binary/ASCII","Published","—","1979/2012","Register-based industrial fieldbus","R8","N/A"
"IoT, Devices & Digital Twins","Digital Twin Framework for Manufacturing","ISO 23247","https://www.iso.org/standard/75066.html","Framework","—","AAS, ISO 16400","ISO/IEC JTC1 / ISO TC184","PDF/normative","Published","—","2021/2026","Reference architecture for manufacturing twins","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Software Package Data Exchange","SPDX","https://spdx.github.io/spdx-spec/","Exchange Format","—","CycloneDX, SWID","Linux Foundation (ISO/IEC 5962)","RDF/JSON-LD/Tag","Published (v3.0.1)","https://spdx.org/rdf/terms#","2011/2024","SBOM model + license refs; import candidate","R6","COMPOSE"
"Software, DevOps & Security Artifacts","CycloneDX","CycloneDX","https://cyclonedx.org/specification/overview/","Exchange Format","—","SPDX, SWID","OWASP (Ecma ECMA-424)","JSON/XML","Standard (v1.6)","http://cyclonedx.org/schema/bom","2017/2025","SBOM/SaaSBOM/VEX; security-focused","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Software Identification Tag","SWID","https://www.iso.org/standard/65666.html","Exchange Format","—","purl, CPE","ISO/IEC (19770-2:2015)","XML","Published","—","2009/2015","Software ID metadata; CoSWID = CBOR variant","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Concise SWID","CoSWID","https://www.rfc-editor.org/rfc/rfc9393","Serialization Format","SWID","—","IETF (RFC 9393)","CBOR","Standard","—","2023","Compact SWID for constrained use","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Static Analysis Results Interchange Format","SARIF","https://docs.oasis-open.org/sarif/sarif/v2.1.0/sarif-v2.1.0.html","Exchange Format","JSON","JUnit XML","OASIS","JSON","Standard (v2.1.0)","—","2019/2020","Static-analysis tool output format","R6","COMPOSE"
"Software, DevOps & Security Artifacts","OpenTelemetry Semantic Conventions","OTel SemConv","https://opentelemetry.io/docs/specs/semconv/","Controlled Vocabulary","OpenTelemetry","ECS (Elastic)","CNCF (graduated)","YAML/Markdown","Published (1.x)","—","2021/ongoing","Telemetry attribute vocabulary; import candidate","R2","REFERENCE"
"Software, DevOps & Security Artifacts","in-toto","in-toto","https://github.com/in-toto/specification/blob/v1.0/in-toto-spec.md","Framework","—","SLSA, Sigstore","CNCF (graduated)","JSON","Published (v1.0)","—","2019/2023","Supply-chain attestation framework","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Supply-chain Levels for Software Artifacts","SLSA","https://slsa.dev/spec/","Framework","in-toto attestations","in-toto, SCVS","OpenSSF (Linux Foundation)","Markdown/JSON","Published (v1.0)","https://slsa.dev/provenance/","2021/2023","Provenance levels; predicate schema","R5","MIX-IN"
"Software, DevOps & Security Artifacts","OpenSSF Scorecard","Scorecard","https://github.com/ossf/scorecard","Framework","—","SLSA","OpenSSF (Linux Foundation)","JSON","Published","—","2020/ongoing","Repo security health checks","R8","N/A"
"Software, DevOps & Security Artifacts","OCI Image Specification","OCI Image","https://github.com/opencontainers/image-spec/blob/main/spec.md","Schema Language","—","OCI Distribution","Open Container Initiative (LF)","JSON","Published (v1.1)","—","2017/2024","Container image manifest/config model","R8","EXTEND"
"Software, DevOps & Security Artifacts","Cloud Native Application Bundle","CNAB","https://github.com/cnabio/cnab-spec","Exchange Format","OCI","OAM, Helm","CNAB.io (Joint Dev Fdn)","JSON","Published (Core 1.2)","—","2018/2021","Distributed-app packaging","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Open Application Model","OAM","https://github.com/oam-dev/spec","Metamodel","Kubernetes CRD","Score, SMI","OAM Community (CNCF KubeVela)","YAML","Published (v0.3)","core.oam.dev","2019/2021","App-centric component/trait model","R4","REFERENCE"
"Software, DevOps & Security Artifacts","Score","Score","https://github.com/score-spec/spec","Schema Language","—","OAM","CNCF (Sandbox)","YAML","Published","—","2022/ongoing","Platform-agnostic workload spec","R8","EXTEND"
"Software, DevOps & Security Artifacts","Backstage Catalog Model","Backstage","https://backstage.io/docs/features/software-catalog/descriptor-format/","Schema Language","Kubernetes object model","OAM","CNCF (graduated)","YAML","Published","backstage.io/v1alpha1","2020/ongoing","Component/API/System entity catalog","R4","REFERENCE"
"Software, DevOps & Security Artifacts","Service Mesh Interface","SMI","https://github.com/servicemeshinterface/smi-spec","Schema Language","Kubernetes CRD","Gateway API","CNCF (archived 2023)","YAML","Archived","smi-spec.io","2019/2021","Deprecated; superseded by Gateway API","R8","N/A"
"Software, DevOps & Security Artifacts","AsyncAPI","AsyncAPI","https://www.asyncapi.com/docs/reference/specification/latest","Schema Language","OpenAPI-inspired","OpenAPI, CloudEvents","Linux Foundation","YAML/JSON","Published (v3.0)","—","2017/2023","Event-driven API description","R8","N/A"
"Software, DevOps & Security Artifacts","schema.org SoftwareApplication","schema.org/SoftwareApplication","https://schema.org/SoftwareApplication","Ontology","schema.org/RDFa","DOAP","W3C Schema.org CG","RDF/JSON-LD","Published","https://schema.org/","2011/ongoing","Software app vocabulary; import candidate","R4","REFERENCE"
"Software, DevOps & Security Artifacts","SPDX License List","SPDX LL","https://spdx.org/licenses/","Code List","SPDX","ScanCode LicenseDB","Linux Foundation","JSON/HTML","Published (rolling)","https://spdx.org/licenses/","2010/ongoing","Canonical license identifiers; import candidate","R2","REFERENCE"
"Software, DevOps & Security Artifacts","Package URL","purl","https://github.com/package-url/purl-spec","Convention","—","CPE, SWID","package-url community (ECMA TC54)","URL string","Published (de facto)","pkg: scheme","2018/ongoing","Cross-ecosystem package identifier; import candidate","R3","REFERENCE"
"Software, DevOps & Security Artifacts","Vulnerability Exploitability eXchange","VEX","https://www.cisa.gov/resources-tools/resources/minimum-requirements-vulnerability-exploitability-exchange-vex","Exchange Format","CSAF/CycloneDX/OpenVEX","CSAF","CISA / OASIS / OpenSSF","JSON","Published","—","2022/ongoing","Exploitability status; multiple encodings","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Common Security Advisory Framework","CSAF","https://docs.oasis-open.org/csaf/csaf/v2.0/csaf-v2.0.html","Exchange Format","—","VEX, CVE JSON","OASIS","JSON","Standard (v2.0)","—","2022","Machine-readable advisories; carries VEX profile","R6","COMPOSE"
"Software, DevOps & Security Artifacts","OmniBOR","OmniBOR","https://omnibor.io/spec/","Convention","Merkle DAG","SPDX, in-toto","OmniBOR (OpenSSF)","gitoid/text","Published (draft)","gitoid:","2022/ongoing","Artifact dependency graph via intrinsic IDs","R3","REFERENCE"
"Software, DevOps & Security Artifacts","Graph for Understanding Artifact Composition","GUAC","https://docs.guac.sh/","Metamodel","SPDX/CycloneDX/in-toto","Dependency-Track","OpenSSF (incubating)","GraphQL/JSON","Published (pre-1.0)","—","2022/ongoing","Aggregates SBOM/attestation into graph","R6","COMPOSE"
"Software, DevOps & Security Artifacts","Crossplane","Crossplane","https://docs.crossplane.io/","Framework","Kubernetes CRD","KCL, Terraform","CNCF (graduated)","YAML","Published","crossplane.io","2020/2025","Control-plane composition model","R8","N/A"
"Software, DevOps & Security Artifacts","KCL","KCL","https://www.kcl-lang.io/docs/reference/lang/spec/","Schema Language","—","CUE, Jsonnet","CNCF (Sandbox)","KCL/JSON-YAML","Published","—","2022/ongoing","Constraint-based config language","R8","EXTEND"
"Software, DevOps & Security Artifacts","Dependency-Track Model","DT","https://docs.dependencytrack.org/","Metamodel","CycloneDX","GUAC","OWASP","JSON/CycloneDX","Published","—","2013/ongoing","Component-analysis project/component model","R4","REFERENCE"
